ISO ALPHA-3 code,WHO Region,Country,Antenatal care coverage (%) -  at least 4 visits (any provider),See notes=1,Data coverage period start year,Data coverage period end year,Survey start year,Survey end year,Sample size; 0=no sample size provided,Source,1=source verified; 2=source not verified,Notes,Source code: 1=survey; 2=adm.; 3=other,Age if not 15-49 years
OMN ,EMRO,Oman,85.3,,2010,2010,2010,2010,55712,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,83.2,,2011,2011,2011,2011,57323,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2014. Oman; 2015.",1,,2,
OMN ,EMRO,Oman,80.4,,2012,2012,2012,2012,61549,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,79.2,,2013,2013,2013,2013,66772,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,71.3,,2014,2014,2014,2014,68293,"Ministry of Health. Department of Health Information and Statistics, Directorate General of Planning. Annual Health Report 2011. Oman; 2012.",1,,2,
OMN ,EMRO,Oman,93.8,,2012,2012,2014,2014,0,"National Centre for Statistics and Information. Multiple Indicator Cluster Survey 2014, Key Findings, Muscat, Oman: National Centre for Statistics and Information; 2015.",1,,1,
PAK ,EMRO,Pakistan,14.2,,1985,1991,1990,1991,6407,"National Institute of Population Studies, IRD/Macro International Inc. Pakistan Demographic Health survey 1990/1991. Columbia, Maryland, USA: IRD/Macro International Inc., 1992.",1,,1,
PAK ,EMRO,Pakistan,28.4,,2001,2007,2006,2007,5677,"National Institute of Population Studies (NIPS) [Pakistan], and Macro International Inc. Pakistan Demographic and Health Survey 2006-07. Islamabad, Pakistan: National Institute of Population Studies and Macro International Inc., 2008.",1,,1,
PAK ,EMRO,Pakistan,36.6,,2007,2013,2012,2013,7446,"National Institute of Population Studies (NIPS) [Pakistan] and ICF International. Pakistan Demographic and Health Survey 2012-13. Islamabad, Pakistan, and Calverton, Maryland, USA: NIPS and ICF International; 2013.",1,,1,
PLW ,WPRO,Palau,81,,2010,2010,2010,2010,0,"Western Pacific Country Health Information Profiles 2011 Revision. World Health Organization, Regional Office for the Western Pacific, 2011.",2,,3,
PAN ,AMRO,Panama,87.9,,2011,2013,2013,2013,155997,"Contraloría General de la República. Encuesta de Indicadores Múltiples por Conglomerados de Panamá 2013 Resultados Principales Panamá, Panamá: Contraloría General; 2014.",1,,1,
PNG ,WPRO,Papua New Guinea,48.9,,1993,1996,1996,1996,2096,"National Statistical Office. Papua New Guinea Deomgraphic and Health Survey 1996. National Report, Port Morseby; 1997.",1,,1,
PNG ,WPRO,Papua New Guinea,54.9,,2003,2006,2006,2006,4111,"National Statistical Office. Papua New Guinea Deomgraphic and Health Survey 2006. National Report, Port Morseby; 2009.",1,,1,
PRY ,AMRO,Paraguay,65,,1985,1990,1990,1990,0,"Centro Paraguayo de Estudios de Población, Macro Systems Inc. Encuesta Nacional de Demografía y Salud 1990. Columbia, Maryland, USA: Macro Systems Inc., 1991.",1,,1,
PRY ,AMRO,Paraguay,66.1,,1990,1996,1995,1996,4917,"Centro Paraguay de Estudios de Poblacíon (CEPEP), Centers fro Diease Control and Prevention (CDC), United States Agency for International Development (USAID). Encuesta Nacional de Demografía y Salud Reproductiva 1995-1996, ENDSR-95/96. Asunción, Paraguay, 1997.",1,,1,
PRY ,AMRO,Paraguay,64.7,,1995,1998,1998,1998,1538,"Centro Paraguay de Estudios de Poblacíon (CEPEP), Centers fro Diease Control and Prevention (CDC), United States Agency for International Development (USAID). Encuesta Nacional de Salud Materno Infantil: 1998 (ENSMI-98). Informe Final. Asunción, Paraguay, 1999.",1,,1,
PRY ,AMRO,Paraguay,78.8,,1999,2004,2004,2004,4022,"Centro Paraguay de Estudios de Poblacíon (CEPEP), USAID, UNPFA, CDC, IPPF. Encuesta Nacional de Demografía y Salud Reproductiva 2004 (ENDSSR 2004). Informe Final. Asunción, Paraguay, 2005.",1,,1,
PRY ,AMRO,Paraguay,90.5,,2003,2008,2008,2008,3057,"Centro Paraguay de Estudios de Poblacíon (CEPEP), USAID, UNPFA, CDC, IPPF. Encuesta Nacional de Demografía y Salud Reproductiva 2008 (ENDSSR 2008). Informe Final. Asunción, Paraguay, 2009.",1,,1,
PRY ,AMRO,Paraguay,76.7,,2013,2013,2013,2013,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2015. Washington, D.C., United States of America; 2015.",1,,2,
PER ,AMRO,Peru,47,,1986,1992,1991,1992,0,"Nacional de Estadística e Informática (INEI), Asociación Benéfica PRISMA, Macro International Inc. Encuesta Demográfica y de Salud Familiar (ENDES 1991-1992). Columbia, Maryland, USA: Macro International Inc., 1992",1,,1,
PER ,AMRO,Peru,54,,1991,1996,1996,1996,15639,"Instituto Nacional de Estadística e Informática, Macro International Inc. Peru Encuesta Demográfica y de Salud Familiar 1996. Calverton, Maryland, USA: Macro International Inc, 1997.",1,,1,
PER ,AMRO,Peru,69,,1995,2000,2000,2000,9535,"Instituto Nacional de Estadística e Informática, Macro International Inc. Peru Encuesta Demográfica y de Salud Familiar 2000. Lima, Peru, 2001.",1,,1,
PER ,AMRO,Peru,87.4,,1999,2006,2004,2006,5223,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar - ENDES Continua, 2004-2006. Calverton, MD, USA: ORC Macro, 2007.",1,,1,
PER ,AMRO,Peru,91.6,,2002,2008,2007,2008,6953,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar 2007-2008 -Informe Pribcipal. Calverton, MD, USA: ORC Macro, 2009.",1,,1,
PER ,AMRO,Peru,92.5,,2004,2009,2009,2009,7737,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar - ENDES Continua, 2009 Calverton, MD, USA: ORC Macro, 2010.",1,,1,
PER ,AMRO,Peru,92.9,,2005,2010,2010,2010,7051,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar - ENDES Continua, 2010 Calverton, MD, USA: ORC Macro, 2011.",1,,1,
PER ,AMRO,Peru,94.2,,2006,2011,2011,2011,7053,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar 2011. Calverton, MD, USA: ORC Macro, 2012.",1,,1,
PER ,AMRO,Peru,94.4,,2007,2012,2012,2012,7404,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar 2012. Calverton, MD, USA: ORC Macro; 2013.",1,,1,
PER ,AMRO,Peru,95.1,,2008,2013,2013,2013,6947,"Instituto Nacional de Estadística e Informática, ORC Macro. Peru Encuesta Demográfica y de Salud Familiar 2013. Calverton, MD, USA: ORC Macro; 2014.",1,,1,
PER,AMR,Peru,94.7,,2009,2014,2014,2014,7703,"Instituto Nacional de Estadística e Informática. Peru Encuesta Demográfica y de Salud Familiar 2014. Lima, Peru; 2015.",1,,1,
PHL ,WPRO,Philippines,52.1,,1988,1993,1993,1993,8803,"National Statistics Office (NSO) [Philippines] and Macro International Inc. (MI). National Demographic Survey 1993. Calverton, Maryland: NSO and MI, 1994",1,,1,
PHL ,WPRO,Philippines,77,1,1993,1998,1998,1998,7566,"National Statistics Office (NSO)], Department of Health (DOH) [Philippines] and Macro International Inc. (MI). National Demographic and Health Survey 1998. Manila: NSO and MI, 1999.",1,3 and more visits,1,
PHL ,WPRO,Philippines,70.4,,1998,2003,2003,2003,4802,"National Statistics Office (NSO) [Philippines], and ORC Macro. National Demographic and Health Survey 2003. Calverton, Maryland: NSO and ORC Macro, 2004.",1,,1,
PHL ,WPRO,Philippines,77.8,,2003,2008,2008,2008,4590,"National Statistics Office (NSO) [Philippines], and ICF Macro. National Demographic and Health Survey 2008. Calverton, Maryland: National Statistics Office and ICF Macro, 2009.",1,,1,
PHL ,WPRO,Philippines,78.1,,2006,2011,2011,2011,7248,"The National Statistics Office (NSO). 2011 Family Health Survey (FHS). NSO: Manila, Philippines; 2012.",1,,1,
PHL ,WPRO,Philippines,84.3,,2008,2013,2013,2013,5188,"Philippine Statistics Authority (PSA) [Philippines], ICF International. Philippines National Demographic and Health Survey 2013. Manila, Philippines, and Rockville, Maryland, USA: PSA, ICF International; 2014.",1,,1,
POL ,EURO,Poland,no data,,,,,,,,,,,
PRT ,EURO,Portugal,no data,,,,,,,,,,,
QAT ,EMRO,Qatar,84.5,,2010,2012,2012,2012,799,"Ministry of Development Planning and Statistics, Qatar Foundation, Supreme Council of Health and UNICEF. Multiple Indicator Cluster Survey in the State of Qatar 2012. Doha, Qatar; 2014.",1,,1,
KOR ,WPRO,Republic of Korea,97.4,1,2009,2009,2009,2009,973,"Korea Institute for Health and Social Affairs. The 2012 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea, 2012.",1,6 or more visits. Mean number of visits: 13.5.,1,15-44
KOR ,WPRO,Republic of Korea,98.6,1,2006,2006,2006,2006,948,"Korea Institute for Health and Social Affairs. The 2012 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea, 2012.",1,6 or more visits. Mean number of visits: 13.2.,1,15-44
KOR ,WPRO,Republic of Korea,96.8,1,2012,2012,2012,2012,946,"Korea Institute for Health and Social Affairs. The 2012 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea; 2012.",1,6 or more visits. Mean number of visits: 13.4.,1,
KOR ,WPRO,Republic of Korea,98.1,1,2015,2015,2015,2015,1776,"Korea Institute for Health and Social Affairs. The 2015 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea, 2015.",1,6 or more visits. Mean number of visits: 13.3.,1,
MDA,EURO,Republic of Moldova,87.4,1,1992,1997,1997,1997,2141,"Korea Institute for Health and Social Affairs. The 2012 National Survey on Fertility, Family Health and Welfare in Korea. Republic of Korea, 2012.",1,6 or more visits.,1,15-44
MDA,EURO,Republic of Moldova,88.8,,2000,2005,2005,2005,1387,"National Scientific and Applied Center for Preventive Medicine (NCPM) [Moldova] and ORC Macro. Moldova Demographic and Health Survey 2005. Calverton, Maryland: National Scientific and Applied Center for Preventive Medicine of the Ministry of Health and Social Protection and ORC Macro, 2006.",1,,1,
MDA,EURO,Republic of Moldova,95.4,,2010,2012,2012,2012,750,"National Centre of Public Health of the Ministry of Health of the Republic of Moldova, United Nations Children’s Fund (UNICEF). 2012 Republic of Moldova Multiple Indicator Cluster Survey, Final Report. Chișinău, Republic of Moldova; 2014.",1,,1,
ROU ,EURO,Romania,73.8,,1988,1993,1993,1993,1440,"Institute for Mother and Child Health Care Bucharest, Centers for Disease Control and Prevention (CDC). Romanian Reproductive Health Survey (RRHS) 1993. CDC: Atlanta; 1995.",1,,1,15-44
ROU ,EURO,Romania,59.1,,1994,1999,1999,1999,2040,"Romanian Association of Public Health and Health Management (ARSPMS), Centers for Disease Control and Prevention (DRH/CDC). Reproductive Health Survey Romania, 1999. Final Rapport. Atlanta, Georgia, USA: DRH/CDC, 2001. ",1,,1,15-44
ROU ,EURO,Romania,76,,1999,2004,2004,2004,1122,"Ministry of Health, World Bank, UNPFA, USAID, UNICEF. Reproductive Health Survey: Romania, 2004. Summary Report, May 2005. Romania, 2005.",1,,1,15-44
RUS ,EURO,Russian Federation,78.3,,2006,2011,2011,2011,3292,"Federal State Statistic Service (ROSSTAT), Ministry of Health of the Russian Federation, Information and Publishing Center ""Statistics of Russia"". Reproductive Health Survey Russia 2011. Atlanta, USA: United Nations Population Fund (UNFPA), Division of Reporductive Health, Centers for Disease Control and Prevention (DRH/CDC); 2012. ",1,,1,
RWA ,AFRO,Rwanda,12,,1987,1992,1992,1992,5612,"Office National de la Population, Macro International Inc.Enquête Démographic et de Santé 1992. Calverton, Maryland, USA: Macro International Inc., 1994.",1,,1,
RWA ,AFRO,Rwanda,10.4,,1999,2000,2000,2000,5141,"Ministère des Finances et de la Planification Economique, UNICEF. Enquête a Indicateurs Multiples (MICS2). Rapport préliminaire. Rwanda, 2001.",1,,1,
RWA ,AFRO,Rwanda,13.3,,2000,2005,2005,2005,5425,"Institut National de la Statistique du Rwanda (INSR) and ORC Macro. Rwanda Demographic and Health Survey 2005. Calverton, Maryland, USA: INSR and ORC Macro, 2006.",1,,1,
RWA ,AFRO,Rwanda,23.9,,2002,2008,2007,2008,3658,"Ministry of Health (MOH) [Rwanda], National Institute of Statistics of Rwanda (NISR), and ICF Macro. Rwanda Interim Demographic and Health Survey 2007-08. Calverton, Maryland, USA: MOH, NISR, and ICF Macro, 2009.",1,,1,
RWA ,AFRO,Rwanda,35.4,,2005,2010,2010,2010,6405,"National Institute of Statistics of Rwanda (NISR) [Rwanda], Ministry of Health (MOH) [Rwanda], and ICF International. Rwanda Demographic and Health Survey 2010. Calverton, Maryland, USA: NISR, MOH, and ICF International, 1012.",1,,1,
RWA ,AFRO,Rwanda,43.9,,2010,2015,2014,2015,6060,"National Institute of Statistics of Rwanda (NISR) [Rwanda], Ministry of Health (MOH) [Rwanda], and ICF International. Rwanda Demographic and Health Survey 2014-15. Rockville, Maryland, USA: NISR, MOH, and ICF International, 2015.",1,,1,
KNA,AMRO,Saint Kitts and Nevis,No data,,,,,,,,,,,
LCA ,AMRO,Saint Lucia,99,,2009,2009,2009,2009,0,"Pan American Health Organization/World Health Organization (PAHO/WHO), Health Information and Analysis Project (HSD/HA). Health Situation in the Americas: Basic Indicators 2012. Washington, DC, United States of America, 2012.",2,,3,
LCA ,AMRO,Saint Lucia,90.3,,2010,2012,2012,2012,101,"Ministry of Social Transformation, Local Government and Community Empowerment and Central Statistics Office, ‘Saint Lucia Multiple Indicator Cluster Survey 2012: Final Report. Castries, Saint Lucia; 2014.",1,,1,
SMR ,AMRO,Saint Vincent and the Grenadines,99.5,,2009,2009,2009,2009,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2010. Washington, D.C., United States of America; 2010.",2,,3,
VCT ,AMRO,Samoa,58.4,,2004,2009,2009,2009,1105,"Ministry of Health [Samao], Bureau of Statistics [Samao], ICF Macro. Samoa Demographic and Health Survey 2009. Apia, Samoa: Ministry of Health, Samoa, 2010.",1,,1,
VCT ,AMRO,Samoa,72.9,,2009,2014,2014,2014,2014,"Ministry of Health, Samoa Bureau of Statistics. Samoa Demographic and Health Survey 2014. Census-Surveys and Demography Division. Apia, Samoa: Samoa Bureau of Statistics, Government of Samoa; 2014. ",1,,1,
WSM ,WPRO,San Marino,no data,,,,,,,,,,,
STP ,AFRO,Sao Tome and Principe,72.4,,2003,2009,2008,2009,1386,"Instituto Nacional de Estatística (INE) [São Tomé e Príncipe], Ministério da Saúde, e ICF Macro. Inquérito Demográfico e Sanitário, São Tomé e Príncipe, IDS STP, 2008-2009. Calverton, Maryland, USA: INE, 2010.",1,,1,
STP ,AFRO,Sao Tome and Principe,83.6,,2012,2014,2014,2014,754,"Instituto Nacional de Estatística (INE) e Unicef. Inquérito de Indicadores Múltiplos, São Tomé e Principe, MICS-STP, 2014, Principais Resultados. São Tome, São Tomé e Príncipe, INE e UNICEF; 2015.",1,,1,
SAU ,EMRO,Saudi Arabia,no data,,,,,,,,,,,
SEN ,AFRO,Senegal,13.3,,1987,1993,1992,1993,5581,"Ministère de l'Economie des Finances et du Plan, Macro International Inc. Enquête Démographic et de Santé au Sénégal (EDS-II) 1992/93. Calverton, Maryland, USA: Macro International Inc., 1994.",1,,1,
SEN ,AFRO,Senegal,16.6,,1992,1997,1997,1997,6971,"Ministère de l'Economie des Finances et du Plan, Macro International Inc. Enquête Démographic et de Santé au Sénégal (EDS-III) 1997. Calverton, Maryland, USA: Macro International Inc., 1997.",1,,1,
SEN ,AFRO,Senegal,63.7,1,1994,1999,1999,1999,12461,"Ministère de la Santé, SERDHA et Macro International Inc. Enquête Sénégalaise sur les Indicateurs de Santé, 1999. Calverton, Maryland, USA: SERDHA et Macro International Inc., 2000.",1,3 and more visitis.,1,
SEN ,AFRO,Senegal,39.8,,2000,2005,2005,2005,6927,"Ndiaye, Salif, et Mohamed Ayad. Enquête Démographique et de Santé au Sénégal 2005. Calverton, Maryland, USA: Centre de Recherche pour le Développement Humain [Sénégal] et ORC Macro, 2006.",1,,1,
SEN ,AFRO,Senegal,50,,2005,2011,2010,2011,7678,"Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal], et ICF International. Enquête Démographique et de Santé à Indicateurs Multiples au Sénégal (EDS-MICS) 2010-2011. Calverton, Maryland, USA: ANSD et ICF International, 2012.",1,,1,
SEN ,AFRO,Senegal,46.5,,2007,2013,2012,2013,4200,"Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal], et ICF International. Enquête Démographique et de Santé Continue (EDS-Continue 2012-2013). Calverton, Maryland, USA: ANSD et ICF International; 2013.",1,,1,
SEN,AFR,Senegal,48.1,,2007,2014,2012,2014,4100,"Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal], et ICF International. Sénégal : Enquête Démographique et de Santé Continue (EDS-Continue 2014). Rockville, Maryland, USA: ANSD, ICF International; 2015.",1,The survery was completed from 2012-2014 in two phases. The first was conducted between 15 September 2012 and 15 June 2013. The second was conducted between 21 January and 20 October 2014.,1,
SEN,AFR,Senegal,46.7,,2010,2015,2015,2015,4344,"Agence Nationale de la Statistique et de la Démographie (ANSD) [Sénégal] et ICF International.  Enquête Démographique et de Santé Continue (EDS-Continue 2015) : Rapport sur les Indicateurs Clés 3ème année. ICF International Rockville, Maryland, USA; 2015.",1,,1,
SRB,EURO,Serbia,94.2,,2008,2010,2010,2010,543,"Statistical Office of the Republic of Serbia. Republic of Serbia Multiple Indicator Cluster Survey 2010, Final Report. Belgrade, Republic of Serbia: Statistical Office of the Republic of Serbia, 2011.",1,,1,
SRB,EURO,Serbia,93.9,,2012,2014,2014,2014,376,"Statistical Office of the Republic of Serbia, UNICEF. Serbia Multiple Indicator Cluster Survey and Serbia Roma Settlements Multiple Indicator Cluster Survey, 2014, Final Reports. Belgrade, Serbia: Statistical Office of the Republic of Serbia, UNICEF; 2014.",1,,1,
SYC ,AFRO,Seychelles,no data,,,,,,,,,,,
SLE ,AFRO,Sierra Leone,56.1,,2003,2008,2008,2008,4103,"Statistics Sierra Leone (SSL) and ICF Macro. Sierra Leone Demographic and Health Survey  2008. Calverton, Maryland, USA: Statistics Sierra Leone (SSL) and ICF Macro, 2009.",1,,1,
SLE ,AFRO,Sierra Leone,74.7,,2008,2010,2010,2010,3462,"Statistics Sierra Leone and UNICEF-Sierra Leone. Sierra Leone Multiple Indicator Cluster Survey 2010, Final Report. Freetown, Sierra Leone: Statistics Sierra Leone and UNICEF-Sierra Leone, 2011.",1,,1,
SLE ,AFRO,Sierra Leone,76,,2008,2013,2013,2013,8647,"Statistics Sierra Leone (SSL), ICF International. Sierra Leone Demographic and Health Survey 2013. Freetown, Sierra Leone and Rockville, Maryland, USA: SSL, ICF International; 2014.",1,,1,
SGP ,WPRO,Singapore,no data,,,,,,,,,,,
SVK ,EURO,Slovakia,no data,,,,,,,,,,,
SVN ,EURO,Slovenia,no data,,,,,,,,,,,
SLB ,WPRO,Solomon Islands,65,,2009,2009,2009,2009,0,"Western Pacific Country Health Information Profiles 2010 Revision. World Health Organization, Regional Office for the Western Pacific, 2010.",2,,3,
SLB ,WPRO,Solomon Islands,64.6,,2001,2007,2006,2007,1799,"National Statistics Office (SISO), SPC, Macro International Inc. Solomon Islands 2006-2007 Demographic and Health Survey. National Statistics Office; 2007.",1,,1,
SOM ,EMRO,Somalia,6.3,,2004,2006,2006,2006,2325,"Pan Arab Project for Family Health (PAPFAM), UNICEF. Somali 2006 Multiple Indicator Cluster Surveys (MICS). Somalia, 2007.",1,,1,
ZAF ,AFRO,South Africa,73.1,,1993,1998,1998,1998,4992,"Department of Health, Medical Research Council, Macro-International. South Africa Demographic and Health Survey 1998. Full Report. Pretoria, South Africa: Department of Health 2000.",1,,1,
ZAF ,AFRO,South Africa,56.1,,1998,2003,2003,2003,1859,"Department of Health, Medical Research Council, ORC Macro. South Africa Demographic and Health Survey 2003. Pretoria, South Africa: Department of Health 2007.",1,,1,
ZAF ,AFRO,South Africa,87.1,,2006,2008,2008,2008,1259,"Shisana O, Simbayi LC, Rehle T, Zungu NP, Zuma K, Ngogo N, Jooste S, Pillay-Van Wyk V, Parker W, Pezi S, Davids A, Nwanyanwu O, Dinh TH and SABSSM III Implementation Team. South African National HIV Prevalence, Incidence, Behaviour and Communication Survey, 2008: The health of our children. Cape Town: HSRC Press; 2010.",1,,1,
SSD,EMRO,South Sudan,17,,2008,2010,2010,2010,3479,"National Bureau of Statistics, Ministry of Health. Sudan Household Health Survey 2010. South Sudan; 2013.",1,,1,
ESP ,EURO,Spain,no data,,,,,,,,,,,
LKA ,SEARO,Sri Lanka,92.5,,2001,2007,2006,2007,6014,"Department of Census and Statistics, Ministry of Health Care and Nutrition. Sri Lanka Demographic and Health Survey 2006-2007. Colombo, Sri Lanka; 2008.",1,,1,
SDN ,EMRO,Sudan,47.1,,2008,2010,2010,2010,5646,"Federal Ministry of Health and Central Bureau of Statistics. Sudan Household and Health Survey - 2, 2012, National report. Khartoum, Republic of Sudan: Federal Ministry of Health and Central Bureau of Statistics, 2012.",1,,1,
SDN ,EMRO,Sudan,50.7,,2012,2014,2014,2014,5622,"Central Bureau of Statistics (CBS), UNICEF Sudan. Multiple Indicator Cluster Survey 2014. Final Report. Khartoum, Sudan: UNICEF, Central Bureau of Statistics (CBS); 2016.",1,,1,
SUR ,AMRO,Suriname,66.8,,2008,2010,2010,2010,1060,"Ministry of Social Affairs and Housing and General Bureau of Statistics. Suriname Multiple Indicator Cluster Survey 2010, Final Report: Paramaribo, Suriname; 2012.",1,,1,
SWZ ,AFRO,Swaziland,79.3,,2001,2007,2006,2007,2134,"Central Statistical Office (CSO) [Swaziland], and Macro International Inc. Swaziland Demographic and Health Survey 2006-07. Mbabane, Swaziland: Central Statistical Office and Macro International Inc., 2008.",1,,1,
SWZ ,AFRO,Swaziland,76.6,,2008,2010,2010,2010,1031,"Central Statistical Office, UNICEF. Swaziland Multiple Indicator Cluster Survey 2010. Final Report. Mbabane, Swaziland: Central Statistical Office, UNICEF, 2011.",1,,1,
SWZ ,AFRO,Swaziland,76.1,,2012,2014,2014,2014,0,"Central Statistical Office. Swaziland Multiple Indicator Cluster Survey 2014, Key Findings. Mbabane, Swaziland: Central Statistical Office; 2015.",1,,1,
SWE ,EURO,Sweden,no data,,,,,,,,,,,
CHE ,EURO,Switzerland,no data,,,,,,,,,,,
SYR ,EMRO,Syrian Arab Republic,42.1,,1996,2001,2001,2001,4038,"League of Arab States Pan Arab Project for Family Health PAPFAM, Syrian Arab Republic Office of the Prime Minister , Central Bureau of Statistics. The Family Health Survey in the Syrian Arab Republic 2001. Syrian Arab Republic, 2002.",1,,1,
SYR ,EMRO,Syrian Arab Republic,63.7,,2004,2009,2009,2009,0,"League of Arab States of the Syrian Arab Republic and Social Affairs Sector of the Central Bureau of Statistics. Syrian Households 2009. Syrian Arab Republic, 2010.",1,,1,
TJK ,EURO,Tajikistan,49.4,,2005,2007,2007,2007,345925,"State Committee on Statistics Republic of Tajikistan and UNICEF. Tajikistan Living Standards Measurement Survey 2007. Dushanbe, Tajikistan 2009.",1,,1,
TJK ,EURO,Tajikistan,52.5,,2007,2012,2012,2012,3601,"Statistical Agency under the President of the Republic of Tajikistan (SA), Ministry of Health [Tajikistan], ICF International. Tajikistan Demographic and Health Survey 2012. Dushanbe, Tajikistan, and Calverton, Maryland, USA: SA, MOH, ICF International, 2013.",1,,1,
THA,SEARO,Thailand,79.6,,2008,2009,2009,2009,0,"National Statistical Office Thailand, Ministry of Health and UNPFA. Key Findings: The 2009 Reproductive Health Survey Thailand. Bangkok, Thailand, 2010.",1,,1,
THA,SEARO,Thailand,93.4,,2010,2012,2012,2012,1914,"National Statistical Office (NSO), UNICEF, Ministry of Public Health. Thailand Multiple Indicator Cluster Survey 2012. Thailand; 2013.",1,,1,
MKD ,EURO,The former Yugoslav Republic of Macedonia,93.9,,2009,2011,2011,2011,362,"Ministry of Health, Ministry of Education and Science, and Ministry of Labour and Social Policy of the Government of Republic of Macedonia, UNICEF. Macedonia Multiple Indicator Cluster Survey 2011 (MICS 2011). Republic of Macedonia, 2011.",1,,1,
TLS,SEARO,Timor-Leste,29.6,,1998,2003,2003,2003,3338,"Ministry of Health and National Statistics Office, Timor-Leste, and University of Newcastle, The Australian National University, ACIL Australia Pty Ltd, Ausstralia. Timor-Leste 2003 Demographic and Health Survey. University of Newcastle, Newcastle, Australia, 2004.",1,,1,
TLS,SEARO,Timor-Leste,55.1,,2004,2010,2009,2010,6015,"National Statistics Directorate (NSD) [Timor-Leste], Ministry of Finance [Timor-Leste], and ICF Macro. Timor-Leste Demographic and Health Survey 2009-10. Dili, Timor-Leste: NSD [Timor-Leste] and ICF Macro, 2010.",1,,1,
TGO ,AFRO,Togo,46.3,,1995,1998,1998,1998,3978,"Anipah, Kodjo, Gora Mboup, Afi Mawuèna Ouro-Gnao, Bassanté Boukpessi, Pierre Adadé Messan et Rissy Salami-Odjo. Enquête Démographic et de Santé, Togo 1998. Calverton, Maryland USA: Direction de la Statistique et Macro International Inc., 1999.",1,,1,
TGO ,AFRO,Togo,53.5,,2000,2003,2003,2003,2878,"Ministère de la Santé et université de Lomé. Analyse de la Situation en Santé de la Reproduction au Togo 2003. Rapport de l'étude, Fascicule 2. Lomé, Togo, 2004. ",1,,1,
TGO ,AFRO,Togo,54.9,,2008,2010,2010,2010,1792,"Direction Générale de la Statistique et de la Comptabilité Nationale (DGSCN). Enquête par grappes à indicateurs multiples MICS Togo, 2010, Rapport final. Togo, 2012.",1,,1,
TGO,AFR,Togo,57.2,,2008,2014,2013,2014,4858,"Ministère de la Planification, du Développement et de l’Aménagement du Territoire (MPDAT), Ministère de la Santé (MS) et ICF International. Enquête Démographique et de Santé au Togo 2013-2014. Rockville, Maryland, USA : MPDAT, MS, ICF International; 2015.",1,,1,
TON ,WPRO,Tonga,70.4,,2007,2012,2012,2012,1069,"Tonga Department of Statistics and Tonga Ministry of Health, SPC and UNFPA. Tonga Demographic and Health Survey, 2012. Tonga; 2013.",1,,1,
TTO ,AMRO,Trinidad and Tobago,100,,2012,2012,2012,2012,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2013. Washington, D.C., United States of America, 2013.",2,,3,
TTO ,AMRO,Trinidad and Tobago,100,,2013,2013,2013,2013,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2014. Washington, D.C., United States of America; 2014.",2,,3,
TTO ,AMRO,Trinidad and Tobago,100,,2014,2014,2014,2014,0,"Pan American Health Organization/World Health Organization, Communicable Diseases and Health Analysis/Health Information and Analysis. Health Situation in the Americas: Basic Indicators 2015. Washington, D.C., United States of America; 2015.",2,,3,
TUN ,EMRO,Tunisia,12.9,,1989,1995,1994,1995,341,"Ministère de la Santé Publique. Office National de la Famille et de la Population. L'Enquête Tunisienne sur la Santé de la Mère et de l'Enfant, Rapport Principal. Tunesie, 1996.",1,,1,
TUN ,EMRO,Tunisia,57.3,,1999,2000,2000,2000,0,"Ministère de la Santé Publique et UNICEF. Enquête sur la Santé et le Bien-être de la Mère et l'Enfant 2000 (MICS 2). Tunis, Tunesie, 2000.",1,,1,
